JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary
Analista de BI SAP SAC BPC – Sênior,NUMEN,"São Paulo, SP",há 30+ dias,2021-10-18,Buscam comprometimento e excelência em suas entregas; Experiência na entrega de projetos de planejamento corporativo.,Não informado
Senior Consultant,Ascential,"São Paulo, SP",há 30+ dias,2021-10-18,"In-depth experience of market and consumer intelligence, fashion & retail trends. Conduct primary and secondary research across a variety of methodologies and…",Não informado
Especialista de Dados e Modelagem Operacional,Voiter,"São Paulo, SP",há 26 dias,2021-10-18,"Efetuar amostragem (QA) de processos de Onboarding, Formalização e Contabilidade. Pacote Office completo (Excel avançado com VBA).",Não informado
Head of Digital Commerce Brazil,IBM,"São Paulo, SP",há 30+ dias,2021-10-18,To think along with clients and sell. Lead Digital Commerce GTM and Practice in Brazil. Required Technical and Professional Expertise.,Não informado
Data Science - Geospatial & Agriculture Analytics,McKinsey & Company,"São Paulo, SP",há 30+ dias,2021-10-18,"3+ years of professional experience in programming; experience applied to business problems is a plus. Undergraduate degree in math, statistics, physics or…",Não informado
Data Scientist Specialist,Samsung Electronics,"Campinas, SP",há 30+ dias,2021-10-18,Contribute to business management by effectively solving business-related problems through data modeling/analysis/prediction.,Não informado
Data Engineer,Grupo Boticário,"São Paulo, SP",há 30+ dias,2021-10-18,"Conhecimento em big data, data warehousing, business intelligence; E é isso que o time do gb.tech está fazendo no Grupo Boticário.",Não informado
"Director, Sales Engineering",Visa,"São Paulo, SP",há 30+ dias,2021-10-18,Demonstrates emotional intelligence; understands team dynamics; builds constructive and effective relationships.,Não informado
Analista de Dados ETL / BI Sênior,Sumicity,"São Paulo, SP",há 27 dias,2021-10-18,Experiência em modelagem de dados (Transacional e Multidimensional) e em construção de mapas e processos de ETL (Pentaho Data Integration);,Não informado
"Sr. Data Architect, Data Warehouse and MPP",Amazon AWS Services Brazil Ltd,"São Paulo, SP",há 30+ dias,2021-10-18,"These professional services engagements will focus on customer solutions such as data warehousing, business intelligence and advanced analytics, as well as…",Não informado
Cloud Implementation Project Manager (LATAM),SAS Institute Inc,"São Paulo, SP",há 30+ dias,2021-10-18,"Travel as business needs dictate (up to 10% - when business travel resumes). Bachelor's degree in a business, marketing, or computer science-related field.",Não informado
Especialista de BI,Robert Half,"São Paulo, SP",há 16 dias,2021-10-18,Ter conhecimentos de SQL (mas não vai fazer programação); Forte experiência em POWER BI;,Não informado
Oracle,Decision Group,"São Paulo, SP",há 13 dias,2021-10-18,Habilidades do Oracle Data Integrator (ODI). Conhecimento da versão 11 e 12C. Disponibilidade para aprender Oracle DRM (Data Relationship Management).,Não informado
Consultor Sênior em Pricing,Accenture,"São Paulo, SP",há 30+ dias,2021-10-18,Accenture Pricing Architects are a highly visible group with a mission to develop and implement strategies and tactics that enable Accenture deal teams to…,Não informado
IT Healthcare Sr. Strategy Consultant / Consultor Sr. de Est...,Michael Page,"São Paulo, SP",há 30+ dias,2021-10-18,"Reporta a VP de Market Strategy LATAM. Busco profissional da área de Vendas, com resultados comerciais em vendas de soluções de TI, preferencialmente focado em…",R$ 14.000 por mês
ANALISTA DE CONTROLADORIA SÊNIOR - EM SÃO PAULO - SP,OEmprego,"São Paulo, SP",há 30+ dias,2021-10-18,Cargo: Analista de Controladoria Sênior Quantidade: 1 Estado/País: SP - Brasil Cidade: São Paulo Descrição: Elaborar e desenvolver na construção do orçamento…,Não informado
Data Visualization / Power BI [Pleno/Sênior],Datum TI,"São Paulo, SP",há 24 dias,2021-10-18,Inovação que vai além das telas; Experiência profissional mínima de 2 anos em projetos de Business Intelligence; Conhecimentos de tunning e performance de SQL;,Não informado
BI Engineer Coordinator,Amzn Servicos de Varejo do Bra,"São Paulo, SP",há 27 dias,2021-10-18,"It requires an individual with excellent analytical abilities, knowledge of business intelligence solutions, as well as outstanding business acumen and the…",Não informado
Gerente de BI,Worldgroup Careers MWT,"São Paulo, SP",há 30+ dias,2021-10-18,"Formação em Comunicação, Propaganda, Marketing, ou em cursos como Administração, Matemática, Estatística, Tecnologia da Informação.",Não informado
Consultor BI Pleno,Indra,"Osasco, SP",há 30+ dias,2021-10-18,Experiência de 2 a 3 anos comprovada em projetos relacionados a gestão de dados. Experiência e atuação em projetos de manipulação e estruturação de tabelas…,Não informado
BI Engineer Coordinator,Amzn Servicos de Varejo do Bra,"São Paulo, SP",há 27 dias,2021-10-18,"It requires an individual with excellent analytical abilities, knowledge of business intelligence solutions, as well as outstanding business acumen and the…",Não informado
Gerente de BI,Worldgroup Careers MWT,"São Paulo, SP",há 30+ dias,2021-10-18,"Formação em Comunicação, Propaganda, Marketing, ou em cursos como Administração, Matemática, Estatística, Tecnologia da Informação.",Não informado
Consultor BI Pleno,Indra,"Osasco, SP",há 30+ dias,2021-10-18,Experiência de 2 a 3 anos comprovada em projetos relacionados a gestão de dados. Experiência e atuação em projetos de manipulação e estruturação de tabelas…,Não informado
Especialista em Inteligência de Mercado,Curriculum.com.br,"São Paulo, SP",há 20 dias,2021-10-18,"; Experiência em M&A e/ou Comercial; Experiência no setor de saúde (hospitais, clínicas); Experiência em funções correlatas/complementares.",Não informado
Analista BI & Analytics,People Talent,"São Paulo, SP",há 12 dias,2021-10-18,"Fluência em linguagens de programação para manipulação e análise de dados (SQL, Python);",Não informado
Gerente Jr. Data Science Manager,Pernod Ricard,"São Paulo, SP",há 13 dias,2021-10-18,"Strong ability to interpret data as business decision driver. The objective of this role is to implement a Data Science platform allowing to collect, clean and…",Não informado
Senior Security Engineer,AlignTech,"São Paulo, SP",há 18 dias,2021-10-18,The Senior Engineer will also complete projects and tasks on an as-needed basis and interact directly with technical and business units.,Não informado
Data Architect,Grupo Boticário,"São Paulo, SP",há 30+ dias,2021-10-18,"Alto conhecimento de arquiteturas de big data, data warehousing, business intelligence; E é isso que o time do gb.tech está fazendo no Grupo Boticário.",Não informado
Financial Services Innovation Director ( Innovation Consulta...,Salesforce,"São Paulo, SP",há 30+ dias,2021-10-18,"Experience in business, design, innovation with a proven record of personal development and continuous in role learning. Health Insurance for the family.",Não informado
SEO Lead Brasil,KAVAK Careers,"São Paulo, SP",há 30+ dias,2021-10-18,"Experience with SQL, Tableau, or similar business intelligence tools. You will work with a high-energy team of engineers, designers, copywriters, and growth…",Não informado
Analista de BI Jr,HPROJEKT,"Barueri, SP",há 30+ dias,2021-10-18,"Criação de base de prospecto para área comercial B2B; Modelagem e criação de dados através de bancos de dados; Experiência prévia de, no mínimo, 1 ano na área;",Não informado
Data Scientist - Risk,McKinsey & Company,"São Paulo, SP",há 30+ dias,2021-10-18,"3+ years of professional experience in programming; experience applied to business problems is a plus. Undergraduate degree in math, statistics, physics or…",Não informado
Security Sr Managing Consultant,IBM,"São Paulo, SP",há 20 dias,2021-10-18,"IBM provides you with the most comprehensive and consistent approach to development, security and operations across hybrid environments—with complete software…",Não informado
SAP Academy for Sales: Account Executive - Brazil,SAP,"São Paulo, SP",há 23 dias,2021-10-18,"Strong Business Acumen including demonstrated knowledge of business process and/or industries. During the program, you will receive onboarding in your local…",Não informado
"LatAm Analytics & Operations Manager, Driver",Uber,"Osasco, SP",há 30+ dias,2021-10-18,"Encouraging information to stakeholders and regional decision makers to build a more balanced business. In this role, the person must have a deep understanding…",Não informado
Infrastructure Specialist-Cloud Application Operations,IBM,"São Paulo, SP",há 11 dias,2021-10-18,Our Infrastructure Specialists are responsible for keeping up with these latest and greatest of these changes and using their expertise to deliver solutions…,Não informado
Data Scientist - Analytics,Argus Media,"São Paulo, SP",há 30+ dias,2021-10-18,"You will also be involved in data visualization using packages such as ggplot2, GoogleVis and R Shiny. Over time, you will have the opportunity to develop…",Não informado
Test Specialist-Custom Applications,IBM,"São Paulo, SP",há 30+ dias,2021-10-18,"IT Specialists in this job role will have expertise in the planning, design, management, execution, and reporting of tests using appropriate testing tools and…",Não informado
Analista BI - Pleno,Hprojekt,"São Paulo, SP",há 30+ dias,2021-10-18,"Somos a maior software house da América Latina, com sistemas para varejo físico, digital ou omnicanal. Suportará o time na condução de projetos diversos, com o…",Não informado
Analista de BI Sr - Analytics,Collinson,"São Paulo, SP",há 30+ dias,2021-10-18,Assegurar a qualidade de todas as entregas do time de BI e Analytics. Responsável por treinar o time na construção de story telling. Big Data é uma vantagem.,Não informado
Pre Sales Engineer - VP - Spanish Speaking,RedCloud Technologies,"São Paulo, SP",há 30+ dias,2021-10-18,"It takes both a widescreen/long term vision, and significant investment in time and money, to build such a business. Participate in weekly Sales calls.",Não informado
Analista de Suporte em Desenvolvimento de Aplicações - Senio...,IBM,"Hortolândia, SP",há 18 dias,2021-10-18,To think along with clients and sell. Create/maintain data pipeline (ETL) between data source and its destination.,Não informado
Big Data Engineering (Specialist),Samsung Electronics,"Campinas, SP",há 30+ dias,2021-10-18,Contribute to business management by effectively solving business-related problems through data modeling/analysis/prediction.,Não informado
Security Consultant Cloud - Senior,IBM,"Hortolândia, SP",há 13 dias,2021-10-18,"Support alignment of customer's business strategy, with initiatives of digital transformation and transfer of workload to the cloud;",Não informado
Data Developer (Excel/VBA/MS Access),Argus Media,"São Paulo, SP",há 30+ dias,2021-10-18,"Over time, you will have the opportunity to develop skills in technologies that support data engineering for machine learning, artificial intelligence and…",Não informado
Data Engineer Specialist,Samsung Electronics,"Campinas, SP",há 30+ dias,2021-10-18,Contribute to business management by effectively solving business-related problems through data modeling/analysis/prediction.,Não informado
Analista de Informações Gerenciais Sênior - SP ou PR,UnitedHealth Group,"São Paulo, SP",há 30+ dias,2021-10-18,"Superior Completo em Ciência da Computação, estatística, engenharias ou áreas similares; Experiência com Power Bi, SQL e Python;",Não informado
Java Developer (International opportunity),CGI Inc,"Belém, SP",há 30+ dias,2021-10-18,Work with business partners to provide guidance and support in the deployment of complex application solutions. Strong debugging and problem solving skills;,Não informado
Supervisor de Inteligência de Mercado,Mappit,"São José dos Campos, SP",há 30+ dias,2021-10-18,Plan and execute the commercial intelligence actions for South America. Regular research compared in line with the budget and presented to the business managers…,Não informado
Dev Fullstack - PHP/Node.js,Clicksign,"São Paulo, SP",há 30+ dias,2021-10-18,"Somos uma empresa de assinatura eletrônica de documentos e buscamos, cada vez mais, facilitar os processos e reduzir a burocracia das organizações.",Não informado
Analytics Engineer Pl/Sr.,Robert Half,"Osasco, SP",há 19 dias,2021-10-18,Grade empresa de mercados online dedicados ao comércio eletrônico. Contribuir para o design e manutenção dos pipelines de dados de produção (ETL) e ferramentas;,Não informado
ANALISTA DE INTELIGÊNCIA DE NEGÓCIOS SÊNIOR,Brasilprev Seguros e Previdência,"São Paulo, SP",há 30+ dias,2021-10-18,"Venha fazer parte do nosso time de Dados que tem como foco o ganho em eficiência operacional e entrega de proposta de valor por segmento, gerando assim…",Não informado
Gerente de Ciência de Dados,Dasa,"Pinheiros, SP",há 30+ dias,2021-10-18,"Previous experience interacting with business areas, understanding business processes and proposing solutions; Be a technical reference for the team.",Não informado
SSM Analytics / TSA Analytics,IBM,"São Paulo, SP",há 29 dias,2021-10-18,You’ll use your in-depth knowledge of leading-edge products and technologies along with industry and business skills to influence outcomes.,Não informado
Especialista de Product Marketing - Terceiro Page Interim,Page Personnel,"São Paulo, SP",há 30+ dias,2021-10-18,"Planejamento e acompanhamento de execução de planos de go-to-marketing; Desenvolvimento de parcerias, planejamento e execução de co-marketing;",R$ 9.000 - R$ 10.000 por mês
Analista de Planejamento Financeiro FP&A | Sênior,Quero Educação,"São José dos Campos, SP",há 30+ dias,2021-10-18,"A missão do time de FP&A é atuar de forma direta e ativa no planejamento estratégico da empresa garantindo consolidação, análise e apresentação dos resultados.",Não informado
Analista de Gestão - BI,Dasa,"São Paulo, SP",há 30+ dias,2021-10-18,"Indispensável conhecimento de ferramentas de visualização de dados (Tableau, PowerBI DataStudio, QlikSense ou afins); Conhecimento de Python ou R;",Não informado
Analista de BI & Analytics Sr,Grupo Carrefour Brasil,"São Paulo, SP",há 10 dias,2021-10-18,"O Carrefour acredita no potencial transformador da boa alimentação, e tem como propósito ser líder mundial em transição alimentar.",Não informado
ANALISTA DE BI SR,Deal Technologies,"São Paulo, SP",há 20 dias,2021-10-18,"Superior completo em Ciência da Computação, Sistemas da Informação, Engenharias ou relacionados; Domínio de ferramentas SQL Server e Power BI;",Não informado
ANALISTA DE POWER BI PLENO - Temporário,Divulga Vagas,"São Paulo, SP",há 12 dias,2021-10-18,"Criar os indicadores das áreas de compras, contas a pagar, fiscal e controladoria dentro do Power BI A combinar - Graduação completa ou em andamento (curso…",R$ 1.200 por mês
Product Manager - Data Science and Financial Data Enrichment,Belvo,"São Paulo, SP",há 30+ dias,2021-10-18,"Work closely with customers, business development, and data scientists to understand how financial data can bring more intelligence and accelerate fintech…",Não informado
Analista de Marketing,Workcell Assessoria e Recursos Humanos,"Indaiatuba, SP",há 26 dias,2021-10-18,"Responsabilidades: Será responsável pelo suporte às atividade de comunicação e marketing (global branding) na América do Sul, como a organização de feiras e…",Não informado
Analista BI Pleno,GRH Group,"Ribeirão Preto, SP",há 30+ dias,2021-10-18,Experiência com desenvolvimento de painéis no Power Bi; Criação de relatórios extraídos do SAP ECC;,Não informado
Analista de Negócios Sênior para Projetos de BI,Keyrus Brazil,"São Paulo, SP",há 30+ dias,2021-10-18,"A Keyrus acredita na diversidade e na inclusão. Encorajamos a todos a participarem em nosso processo de contratação, não importando o gênero, idade, raça,…",Não informado
"LatAm Analytics & Operations Manager, Driver",Uber,"Osasco, SP",há 30+ dias,2021-10-18,"Encouraging information to stakeholders and regional decision makers to build a more balanced business. In this role, the person must have a deep understanding…",Não informado
Analista BI Pleno,GRH Group,"Ribeirão Preto, SP",há 30+ dias,2021-10-18,Experiência com desenvolvimento de painéis no Power Bi; Criação de relatórios extraídos do SAP ECC;,Não informado
Analista de Negócios Sênior para Projetos de BI,Keyrus Brazil,"São Paulo, SP",há 30+ dias,2021-10-18,"A Keyrus acredita na diversidade e na inclusão. Encorajamos a todos a participarem em nosso processo de contratação, não importando o gênero, idade, raça,…",Não informado
Mercado Livre - Desenvolvedor (a) Fullstack Senior,Page Outsourcing Brasil,"Osasco, SP",há 9 dias,2021-10-18,"Ter formação superior completa em Engenharia da Computação, Ciências da Computação ou carreiras relacionadas com a tecnologia.",Não informado
Desenvolvedor .Net Resseguro Sênior,Conquest One,"São Paulo, SP",há 30+ dias,2021-10-18,Experiência em Microsoft Visual Basic 6.0; Visual Studio 2008 R2 (Com o SQL Server Business Intelligence Development Studio);,Não informado
COORDENADOR SEGURANÇA DA INFORMAÇÃO,Unidas,"São Paulo, SP",há 30+ dias,2021-10-18,"Execução de Pentest (Aplicações, WebServices, API, Mobile), conhecimento framework OWASP + ferramentas ofensivas;",Não informado
Field Application Specialist - Pharma Analytics,Thermo Fisher Scientific,"São Paulo, SP",há 26 dias,2021-10-18,"Act as a trusted expert to our customers, thereby increasing customer satisfaction and loyalty and contributing to the overall success of the business.",Não informado
LATAM Onboarding Manager (Activation Team),Zenvia,"São Paulo, SP",há 30+ dias,2021-10-18,"Evangelize service capabilities and offerings to drive new business opportunities; Emotional Intelligence – understand and empathize with the technical,…",Não informado
Associate Customer Success (Wealth Management),Page Personnel,"São Paulo, SP",há 30+ dias,2021-10-18,Clearly define business outcomes and orchestrate a comprehensive success plan. Ability to map a customer's business process to product capability.,Não informado
Demand Planning Supervisor - LATAM,coty,"São Paulo, SP",há 17 dias,2021-10-18,Also develops statistical forecasts and integrates various business elements/drivers and market intelligence shared by Distributors and the Trade Marketing and…,Não informado
Engenheiro(a) de Dados SQL Pleno,GeekHunter,"São Paulo, SP",há 30+ dias,2021-10-18,"Familiaridade com ferramentas de business intelligence (Looker, Tableau, Data Studio); Encorajar discussões baseadas em dados e ser embaixador(a) da cultura…",R$ 5.000 - R$ 6.500 por mês
Due Diligence Analyst (Embed),Control Risks,"São Paulo, SP",há 19 dias,2021-10-18,"Build and maintain awareness of the broader context and implications of the various types of risk affecting the business (e.g., financial, legal, reputation,…",Não informado
Analista Desenvolvedor BI,Cognizant Technology Solutions,"São Paulo, SP",há 30+ dias,2021-10-18,"Participate in KT sessions conducted by customer/ other business teams and provide feedback on requirements. Bachelors in science , engineering or equivalent.",Não informado
Gerente de Auditoria Corporativa de TI,Amanco Wavin,"São Paulo, SP",há 30+ dias,2021-10-18,"Gerenciar a função de Auditoria de TI com amplo foco em Segurança da informação, controles gerais de TI e SAP, ameaça cibernética, gerenciamento de identidade e…",R$ 200.000 - R$ 250.000 por ano
Application Developer-Cloud Microservices,IBM,"Campinas, SP",há 30+ dias,2021-10-18,"IT Specialists in this job role have expertise in translating IT requirements in the design, development, and assembly of components to create custom…",Não informado
Analista (a) III de Desenvolvimento Front - End,TOTVS,"São Paulo, SP",há 30+ dias,2021-10-18,"Orientar e trabalhar com o time de desenvolvimento para encontrar soluções de negócio, arquitetura e desenho através da comunicação e trocas de conhecimento.",Não informado
Application Developer Front End,IBM,"Hortolândia, SP",há 30+ dias,2021-10-18,Explore more about our business on IBM Play: https://www.ibm.com/events/br/pt/ibm-play/. The success of IBM is in your hands as you transform vital business…,Não informado
B2B Strategy Coordinator,RecargaPay,"São Paulo, SP",há 27 dias,2021-10-18,Lead business Intelligence for the B2B team: reporting of results as well as identifying relvant insights for business execution; Authenticity is what moves us.,Não informado
Analista de Dados - BI - Corporativo,Dasa,"São Paulo, SP",há 30+ dias,2021-10-18,"Já pensou em trabalhar nos hospitais da maior rede de saúde integrada do país? Se a resposta for sim, aqui é o seu lugar! Quer saber mais sobre a Dasa?",Não informado
Application Developer: Red Hat OpenShift Virtualization,IBM,"São Paulo, SP",há 30+ dias,2021-10-18,"IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. It's time to define your career.",Não informado
Coordenador de BI,Blinks Essence,"São Paulo, SP",há 12 dias,2021-10-18,A Blinks Essence é referência no mercado de mídia digital e o que nos move é a paixão pelo nosso negócio e pelos Blinkers Essentials!,Não informado
Consultor BI,Blend IT,"São Paulo, SP",há 30+ dias,2021-10-18,"Consultor de BI (QlikSense) / Projetos de suporte de desenvolvimento e manutenção. Desenvolver novas integrações, testando e mantendo as integrações existentes,…",Não informado
Big Data Pleno a Sênior,Indra,"São Paulo, SP",há 30+ dias,2021-10-18,CLT + Beneficios + Remoto. Min 3 anos de experiência com Business Intelligence (ETL diversas ferramentas); 2 anos informada no CV);,Não informado
Sr Data Scientist,Amazon AWS Services Brazil Ltd,"São Paulo, SP",há 30+ dias,2021-10-18,"AWS Professional Services works together with AWS customers to address their business needs using AI solutions. Here at AWS, we embrace our differences.",Não informado
AWS Data Architect,SoftwareONE,"São Paulo, SP",há 30+ dias,2021-10-18,Ability to develop Architecture Specification deliverables that map customer business requirements to solution / technologies. What we need to see from you:,Não informado
Analista de BI/Dados Pl/Sr,Projeto 22,"São Paulo, SP",há 30+ dias,2021-10-18,"Atuará com desenvolvimento de relatórios/dashboards em Power BI realizando levantamento de requisitos, construção de processos de extração de dados,…",Não informado
Application Developer: DevOps,IBM,"São Paulo, SP+1 local",há 24 dias,2021-10-18,"The success of IBM is in your hands as you transform vital business needs into code and drive innovation. At IBM, we pride ourselves on being an early adopter…",Não informado
Analista BI,Mollica RH,"Alphaville, SP",há 30+ dias,2021-10-18,"Experiência com desenvolvimento de sistemas; Visual Studio – Business Intelligence / Report Service; Local: Enquanto durar a pandemia, de forma remota, depois…",Não informado
Arquiteto de Dados,Raízen,"São Paulo, SP",há 30+ dias,2021-10-18,Está preparado(a) para cultivar novas experiências em um time que joga junto e valoriza o melhor de cada um(a)? Disseminação da Cultura Data Driven;,Não informado
"Marketplace Analytics Operations Manager, Marketplace Centra...",Uber,"Osasco, SP",há 30+ dias,2021-10-18,Data-driven decision-making mentality and sound business judgment through strong analytical thinking and experimentation. Self-starter attitude is a must!,Não informado
Product Designer Sênior,The Bridge Vagas,"São Paulo, SP",há 30+ dias,2021-10-18,"Our Open Source analytics and business intelligence application let installs in minutes, and can connect to most commonly used databases.",Não informado
Cientista de Dados - Sênior,EY,"São Paulo, SP",há 28 dias,2021-10-18,"Somos uma área com foco em soluções para gestão da informação como Business Intelligence, Customer Intelligence e Big Data Analytics em DA (Data & Analytics).",Não informado
Senior Data Analyst,Liv Up,"São Paulo, SP",há 30+ dias,2021-10-18,"Conhecer ferramentas de business intelligence (Looker, Tableau, PowerBI, Metabase, QlikView). O nosso time de dados é uma parte fundamental da nossa estratégia…",Não informado
Consultor SAP BI (DS) Sênior,NUMEN,"São Paulo, SP",há 30+ dias,2021-10-18,Buscam comprometimento e excelência em suas entregas; Experiência com ETL no SAP Data Services consumindo SAP ECC e enviando para SAP ECC.,Não informado
Desenvolvedor Software Engineering (Back-end),EY,"São Paulo, SP+1 local",há 29 dias,2021-10-18,"Somos uma área com foco em soluções para gestão da informação como Business Intelligence, Customer Intelligence e Big Data Analytics em DA (Data & Analytics).",Não informado
Coordenador de BI,Worldgroup Careers MWT,"São Paulo, SP",há 30+ dias,2021-10-18,Experiência na área de BI com foco em mídia; Google Tag Manager ou Adobe Tag Manager; Garantir a implementação das melhores práticas de tracking nas campanhas;,Não informado
Supervisor (a) de BI,Worldgroup Careers MWT,"São Paulo, SP",há 23 dias,2021-10-18,"Conhecimento e experiência com Web Analytics, análise de mídia paga, automatização de dados, elaboração de reports e dashboards;",Não informado
Analista de Dados / BI,Global Talent,"São Paulo, SP",há 27 dias,2021-10-18,"Forte atuação com Excel / BI dentre outras ferramentas; Superior em tecnologia, sistemas ou equivalente; Experiência em excel e BI;",Não informado
Application Architect: Blockchain Senior,IBM,"São Paulo, SP",há 10 dias,2021-10-18,This role designs applications required to automate business processes and meet business needs. Professional knowledge related to incumbent's function/business…,Não informado
Software Development Engineer (Fullstack),Gistia,"São Paulo, SP",há 30+ dias,2021-10-18,"Experience in the US Healthcare business field. Production Support, technical business analysis, Mongodb knowledge. Titles including Senior, Fullstack, SQL.",Não informado
Pessoa Consultora Power BI Pleno - Jaguariúna / SP,QDOIS - Data Intelligence,"Jaguariúna, SP",há 30+ dias,2021-10-18,"É uma empresa jovem, especializada em Data Intelligence e Digital Workplaces. Um time que curte colaborar, que cresce junto e adora o que faz.",Não informado
Consultor Financeiro especialista em Power BI,Amplifica Digital,"São Paulo, SP",há 30+ dias,2021-10-18,"Elabora documentos, relatórios financeiros (forecast, projeção de fluxo de caixa, fechamento mensal, etc...).",Não informado
Sales Operations Analyst,Thermo Fisher Scientific,"São Paulo, SP",há 30+ dias,2021-10-18,"Create ad-hoc analysis for business. In this role, you will have the opportunity to became experienced through projects within Business Intelligence, Sales…",Não informado
BI Team Lead,Shopee,"São Paulo, SP",há 30+ dias,2021-10-18,"Support various business units as an analytical and reporting partner to plan, strategize, and grow Shopee's business by enabling data-driven decision-making.",Não informado
Software Developer - Pleno,IBM,"São Paulo, SP",há 19 dias,2021-10-18,"Ensure that our software components are expertly designed, tested, debugged, verified and ready for integration into IBM's best-of-breed solutions that help…",Não informado
FSP - Site Relationship Partner,Parexel,Brasil,há 27 dias,2021-10-18,Responsible for proactively providing local intelligence. ExecuPharm is the North American clinical operations business within Parexel FSP.,Não informado
Title : Application Architect-Sales Force,IBM,"São Paulo, SP",há 16 dias,2021-10-18,Development of the complete architecture and solutions that reflect the business need following Salesforce good practices.,Não informado
Customer Success Manager - Global Tech company,Michael Page,"São Paulo, SP",há 27 dias,2021-10-18,Clearly define business outcomes and orchestrate a comprehensive success plan. Ability to map a customer's business process to product capability.,Não informado
Analista de Dados Sr. - BI,Dasa,"São Paulo, SP",há 30+ dias,2021-10-18,"Vivência na Área da Saúde / Processos; Domínio em Microsoft Power BI e nas linguagens SQL e PL/SQL Oracle; Conhecimento em Big Data e Ferramentas de extração,…",Não informado
Developer/Tech Lead SAP Commerce,IBM,"São Paulo, SP",há 12 dias,2021-10-18,"Forneça liderança técnica commerce para nossos clientes, criando arquiteturas de soluções que oferecem valor real para eles; Experiência de design OO com UML;",Não informado
Data Engineer Senior Manager,Experian,"São Paulo, SP",há 30+ dias,2021-10-18,The ability to understand about technical and business tradeoffs. The ability to carefully define a problem (and its root causes).,Não informado
Analista de BI - Pleno (Data Strategy & Data Analytics),BCW Latin America,"São Paulo, SP",há 11 dias,2021-10-18,Suporte na Elaboração de Projeto de Data Science and Analytics na área de Relação Públicas para uma das principais marcas de tecnologia no mundo;,Não informado
Especialista em Inteligência de Mercado - Oncologia - Corpor...,Dasa,"São Paulo, SP",há 30+ dias,2021-10-18,Estudo de potenciais leads de aquisição para M&A; Superior Completo (Engenharia / Estatística / Economia / Administração); Conhecimento do mercado de oncologia;,Não informado
Analista CSIRT Sênior,Raízen,"São Paulo, SP",há 30+ dias,2021-10-18,"Possuir experiência com MITRE, IOC, Threat Hunting; Graduação em Ciências da Computação, Análise de Sistemas, ou áreas afins;",Não informado
Data Engineer (with Python)-,Decision Group,"São Paulo, SP",há 30+ dias,2021-10-18,Descrição: • Partner with business to understand and evaluate business questions and propose executable solutions using advanced data analytics capabilities and…,Não informado
"Associate Director or Director, Digital Forensics",Control Risks,"São Paulo, SP",há 30+ dias,2021-10-18,Driving client meetings and proactively developing business opportunities. Our Forensics experts provide value and assist our clients in the area of digital…,Não informado
Data Architect (ETL),Mollica RH,"São Paulo, SP",há 30+ dias,2021-10-18,"Responsável por permitir insights significativos de dados por meio do ciclo de vida de dados de ponta a ponta, incluindo data warehouse, modelagem de dados,…",Não informado
Cientista de Dados Sênior,VINDI,"São Paulo, SP",há 19 dias,2021-10-18,Você sabe como envolver parceiros na análise e síntese. Você pode gerenciar as expectativas das partes interessadas.,Não informado
Analista BI / Analytics Sênior - São Paulo - SP,Líder e Gestão,"São Paulo, SP",há 30+ dias,2021-10-18,"Envio de currículo atualizado indicando no assunto "" Analista BI / Analytics Sênior – Morumbi/TC”. Conhecimento na criação e manutenção de pipelines de dados.",Não informado
Competitive Pricing Architect (Business Process Outsourcing),Accenture,Brasil,há 12 dias,2021-10-18,"Understand Accenture assets, offerings and methodologies to match to client business needs effectively. Skill Track: S&PP (Sales & Pricing Performance).",Não informado
novaPackage Consultant-SAP SCM MM,IBM,"São Paulo, SP",há 4 dias,2021-10-18,"You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients' business…",Não informado
Engenheiro de Dados Talend Sênior,Robert Half,"São Paulo, SP",há 30+ dias,2021-10-18,"Empresa multinacional especializada em Management Consulting, Business Intelligence, Big Data, Web Performance, e-Commerce, Omni Channel e soluções ERP-CRM.",Não informado
Data Engineer-Machine Learning,IBM,"São Paulo, SP",há 19 dias,2021-10-18,To think along with clients and sell. **Todas as vagas são elegíveis para pessoas com deficiência ou reabilitadas.***.,Não informado
SAP BW – SR,SOW,"São Paulo, SP",há 20 dias,2021-10-18,"Conhecimento sólido em modelagem de dados, business content, extração, query; Bex; Profissional com experiência mínima de 5 anos e comprovada em suporte com…",Não informado
Analista de BI - Sênior,Robert Half,"São Paulo, SP",há 30+ dias,2021-10-18,Conhecimento básico da área fiscal; Levantamento de base de dados em XML. Excel avançado (MACRO e VBA);,Não informado
Consultor SAP BW / BI Sênior E Júnior (Remoto) - São Paulo -...,Líder e Gestão,"São Paulo, SP",há 14 dias,2021-10-18,Titulo: Consultor SAP BW / BI Sênior e Júnior (Remoto) - São Paulo - SPDescricao: Contratação CLT. OBS: Interessados(as) em participar do processo seletivo e…,Não informado
"Senior Program Manager, Regional Operations Uber Eats",Uber,"São Paulo, SP",há 30+ dias,2021-10-18,"A minimum of 7 years of experience in consulting, business intelligence, strategy, startups, operations, or related experience with proven record of driving…",Não informado
Application Developer Fullstack,IBM,"Hortolândia, SP",há 30+ dias,2021-10-18,**Todas as vagas são elegíveis para pessoas com deficiência ou reabilitadas.***. Required Technical and Professional Expertise.,Não informado
